
--- Run started 2026-02-04 17:51:48 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 123000/500000, Total Reward: 39894, Epsilon: 0.0100, Buffer: 100000
Episode 124000/500000, Total Reward: 44537, Epsilon: 0.0100, Buffer: 100000
Episode 125000/500000, Total Reward: 36510, Epsilon: 0.0100, Buffer: 100000
Episode 126000/500000, Total Reward: 48979, Epsilon: 0.0100, Buffer: 100000
Episode 127000/500000, Total Reward: 38097, Epsilon: 0.0100, Buffer: 100000
Episode 128000/500000, Total Reward: 46569, Epsilon: 0.0100, Buffer: 100000
Episode 129000/500000, Total Reward: 45343, Epsilon: 0.0100, Buffer: 100000
Episode 130000/500000, Total Reward: 52800, Epsilon: 0.0100, Buffer: 100000
Episode 131000/500000, Total Reward: 47618, Epsilon: 0.0100, Buffer: 100000
Episode 132000/500000, Total Reward: 31272, Epsilon: 0.0100, Buffer: 100000
Episode 133000/500000, Total Reward: 48832, Epsilon: 0.0100, Buffer: 100000
Episode 134000/500000, Total Reward: 38571, Epsilon: 0.0100, Buffer: 100000
Episode 135000/500000, Total Reward: 64058, Epsilon: 0.0100, Buffer: 100000
Episode 136000/500000, Total Reward: 49401, Epsilon: 0.0100, Buffer: 100000
Episode 137000/500000, Total Reward: 42475, Epsilon: 0.0100, Buffer: 100000
Episode 138000/500000, Total Reward: 44513, Epsilon: 0.0100, Buffer: 100000
Episode 139000/500000, Total Reward: 37719, Epsilon: 0.0100, Buffer: 100000
Episode 140000/500000, Total Reward: 44847, Epsilon: 0.0100, Buffer: 100000
Episode 141000/500000, Total Reward: 37885, Epsilon: 0.0100, Buffer: 100000
Episode 142000/500000, Total Reward: 34294, Epsilon: 0.0100, Buffer: 100000
Episode 143000/500000, Total Reward: 42908, Epsilon: 0.0100, Buffer: 100000
Episode 144000/500000, Total Reward: 53464, Epsilon: 0.0100, Buffer: 100000
Episode 145000/500000, Total Reward: 44212, Epsilon: 0.0100, Buffer: 100000
Episode 146000/500000, Total Reward: 47354, Epsilon: 0.0100, Buffer: 100000
Episode 147000/500000, Total Reward: 38955, Epsilon: 0.0100, Buffer: 100000
Episode 148000/500000, Total Reward: 50151, Epsilon: 0.0100, Buffer: 100000
Episode 149000/500000, Total Reward: 57414, Epsilon: 0.0100, Buffer: 100000
Episode 150000/500000, Total Reward: 23222, Epsilon: 0.0100, Buffer: 100000
Episode 151000/500000, Total Reward: 44155, Epsilon: 0.0100, Buffer: 100000
Episode 152000/500000, Total Reward: 43677, Epsilon: 0.0100, Buffer: 100000
Episode 153000/500000, Total Reward: 61882, Epsilon: 0.0100, Buffer: 100000
Episode 154000/500000, Total Reward: 44974, Epsilon: 0.0100, Buffer: 100000
Episode 155000/500000, Total Reward: 55432, Epsilon: 0.0100, Buffer: 100000
Episode 156000/500000, Total Reward: 62113, Epsilon: 0.0100, Buffer: 100000
Episode 157000/500000, Total Reward: 48062, Epsilon: 0.0100, Buffer: 100000
Episode 158000/500000, Total Reward: 59945, Epsilon: 0.0100, Buffer: 100000
Episode 159000/500000, Total Reward: 52864, Epsilon: 0.0100, Buffer: 100000
Episode 160000/500000, Total Reward: 52523, Epsilon: 0.0100, Buffer: 100000
Episode 161000/500000, Total Reward: 44896, Epsilon: 0.0100, Buffer: 100000
Episode 162000/500000, Total Reward: 53012, Epsilon: 0.0100, Buffer: 100000
Episode 163000/500000, Total Reward: 37269, Epsilon: 0.0100, Buffer: 100000
Episode 164000/500000, Total Reward: 42366, Epsilon: 0.0100, Buffer: 100000
Episode 165000/500000, Total Reward: 41342, Epsilon: 0.0100, Buffer: 100000
Episode 166000/500000, Total Reward: 49237, Epsilon: 0.0100, Buffer: 100000
Episode 167000/500000, Total Reward: 38142, Epsilon: 0.0100, Buffer: 100000
Episode 168000/500000, Total Reward: 40418, Epsilon: 0.0100, Buffer: 100000
Episode 169000/500000, Total Reward: 52237, Epsilon: 0.0100, Buffer: 100000
Episode 170000/500000, Total Reward: 35905, Epsilon: 0.0100, Buffer: 100000
Episode 171000/500000, Total Reward: 47384, Epsilon: 0.0100, Buffer: 100000
Episode 172000/500000, Total Reward: 58135, Epsilon: 0.0100, Buffer: 100000
Episode 173000/500000, Total Reward: 39243, Epsilon: 0.0100, Buffer: 100000
Episode 174000/500000, Total Reward: 53518, Epsilon: 0.0100, Buffer: 100000
Episode 175000/500000, Total Reward: 43312, Epsilon: 0.0100, Buffer: 100000
Episode 176000/500000, Total Reward: 34096, Epsilon: 0.0100, Buffer: 100000
Episode 177000/500000, Total Reward: 43550, Epsilon: 0.0100, Buffer: 100000
Episode 178000/500000, Total Reward: 46925, Epsilon: 0.0100, Buffer: 100000
Episode 179000/500000, Total Reward: 36393, Epsilon: 0.0100, Buffer: 100000
Episode 180000/500000, Total Reward: 61185, Epsilon: 0.0100, Buffer: 100000
Episode 181000/500000, Total Reward: 50835, Epsilon: 0.0100, Buffer: 100000
Episode 182000/500000, Total Reward: 37282, Epsilon: 0.0100, Buffer: 100000
Episode 183000/500000, Total Reward: 31482, Epsilon: 0.0100, Buffer: 100000
Episode 184000/500000, Total Reward: 47716, Epsilon: 0.0100, Buffer: 100000
Episode 185000/500000, Total Reward: 50654, Epsilon: 0.0100, Buffer: 100000
Episode 186000/500000, Total Reward: 35877, Epsilon: 0.0100, Buffer: 100000
Episode 187000/500000, Total Reward: 41875, Epsilon: 0.0100, Buffer: 100000
Episode 188000/500000, Total Reward: 56672, Epsilon: 0.0100, Buffer: 100000
Episode 189000/500000, Total Reward: 52658, Epsilon: 0.0100, Buffer: 100000
Episode 190000/500000, Total Reward: 45669, Epsilon: 0.0100, Buffer: 100000
Episode 191000/500000, Total Reward: 48148, Epsilon: 0.0100, Buffer: 100000
Episode 192000/500000, Total Reward: 42708, Epsilon: 0.0100, Buffer: 100000
Episode 193000/500000, Total Reward: 35201, Epsilon: 0.0100, Buffer: 100000
Episode 194000/500000, Total Reward: 57564, Epsilon: 0.0100, Buffer: 100000
Episode 195000/500000, Total Reward: 42507, Epsilon: 0.0100, Buffer: 100000
Episode 196000/500000, Total Reward: 52779, Epsilon: 0.0100, Buffer: 100000
Episode 197000/500000, Total Reward: 42153, Epsilon: 0.0100, Buffer: 100000
Episode 198000/500000, Total Reward: 49088, Epsilon: 0.0100, Buffer: 100000
Episode 199000/500000, Total Reward: 45734, Epsilon: 0.0100, Buffer: 100000
Episode 200000/500000, Total Reward: 39647, Epsilon: 0.0100, Buffer: 100000
Episode 201000/500000, Total Reward: 52486, Epsilon: 0.0100, Buffer: 100000
Episode 202000/500000, Total Reward: 53980, Epsilon: 0.0100, Buffer: 100000
Episode 203000/500000, Total Reward: 52640, Epsilon: 0.0100, Buffer: 100000
Episode 204000/500000, Total Reward: 48334, Epsilon: 0.0100, Buffer: 100000
Episode 205000/500000, Total Reward: 46541, Epsilon: 0.0100, Buffer: 100000
Episode 206000/500000, Total Reward: 50325, Epsilon: 0.0100, Buffer: 100000
Episode 207000/500000, Total Reward: 53020, Epsilon: 0.0100, Buffer: 100000
Episode 208000/500000, Total Reward: 49214, Epsilon: 0.0100, Buffer: 100000
Episode 209000/500000, Total Reward: 47381, Epsilon: 0.0100, Buffer: 100000
Episode 210000/500000, Total Reward: 54648, Epsilon: 0.0100, Buffer: 100000
Episode 211000/500000, Total Reward: 48589, Epsilon: 0.0100, Buffer: 100000
Episode 212000/500000, Total Reward: 29898, Epsilon: 0.0100, Buffer: 100000
Episode 213000/500000, Total Reward: 35076, Epsilon: 0.0100, Buffer: 100000
Episode 214000/500000, Total Reward: 57066, Epsilon: 0.0100, Buffer: 100000
