scenario,metric,parity,mean,std_across_seeds,se_across_seeds
OB,parity_reward,5,16720.48551294011,97.46514351526781,43.58773726738232
OB,parity_discounted,5,2201.583202200686,28.174731201148248,12.600122842710356
OB,parity_reward,6,16563.28485834754,77.77225136863467,34.78080816469363
OB,parity_discounted,6,2111.051298062304,30.66450348430724,13.713582857438029
OB,parity_reward,7,16517.140508425386,68.61865855088,30.687197008922976
OB,parity_discounted,7,2016.0207643716137,16.73903910542723,7.485925863552511
OB,parity_reward,8,16279.218978774952,82.61612188825906,36.94705291591111
OB,parity_discounted,8,1885.5699936110257,21.380911375472767,9.561834251291128
OB,parity_reward,9,16345.724760368295,53.974312878255446,24.1380465269243
OB,parity_discounted,9,1773.326372112871,19.38974032855244,8.67135548814247
OB,parity_reward,10,16441.80515019256,72.30521901895233,32.335876970877614
OB,parity_discounted,10,1642.7584075417212,16.61450184690449,7.430231108394848
OB,parity_reward,11,16338.217636033922,79.98966518870664,35.77246577187932
OB,parity_discounted,11,1492.425740491752,41.191440905197425,18.42137239103738
OB,parity_reward,12,16233.573917623371,31.58773662149765,14.126465268205658
OB,parity_discounted,12,1409.3140650659923,44.16908446666168,19.753015074277112
OB,parity_fraction,0,0.02033888888888889,,0.00014258417483571003
OB,replacement_fraction,0,0.002808276385914294,,0.0017069630169742108
OB,parity_fraction,1,0.26163,,0.0011906407134992401
OB,replacement_fraction,1,0.12011453080791734,,0.0026147275157253178
OB,parity_fraction,2,0.20880555555555555,,0.0007219422534274815
