parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
2,19,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,19,9,1,8448.34,8448.34,6055.10,2393.25,keep
2,20,0,0,6327.04,6327.04,6159.03,168.01,keep
2,20,0,1,6110.80,6110.80,6043.71,67.09,keep
3,1,0,0,8058.69,8058.69,6369.76,1688.93,keep
3,1,0,1,7484.97,7484.97,6261.41,1223.56,keep
3,2,0,0,8005.16,8005.16,6323.83,1681.33,keep
3,2,0,1,7365.12,7365.12,6232.62,1132.50,keep
3,3,0,0,7860.07,7860.07,6307.89,1552.18,keep
3,3,0,1,7175.95,7175.95,6221.92,954.03,keep
3,4,0,0,7562.90,7562.90,6304.79,1258.11,keep
3,4,0,1,6900.45,6900.45,6219.02,681.43,keep
3,4,1,0,8182.98,8182.98,6304.79,1878.19,keep
3,4,1,1,7589.20,7589.20,6219.02,1370.19,keep
3,5,0,0,7270.96,7270.96,6307.48,963.47,keep
3,5,0,1,6641.14,6641.14,6219.61,421.54,keep
3,5,1,0,7957.63,7957.63,6307.48,1650.15,keep
3,5,1,1,7392.58,7392.58,6219.61,1172.97,keep
3,5,2,0,8077.46,8077.46,6307.48,1769.98,keep
3,5,2,1,7511.80,7511.80,6219.61,1292.19,keep
3,6,0,0,7001.46,7001.46,6312.73,688.73,keep
3,6,0,1,6415.90,6415.90,6221.74,194.16,keep
3,6,1,0,7733.67,7733.67,6312.73,1420.94,keep
3,6,1,1,7200.00,7200.00,6221.74,978.26,keep
3,6,2,0,7876.32,7876.32,6312.73,1563.59,keep
3,6,2,1,7341.88,7341.88,6221.74,1120.15,keep
3,6,3,0,8002.88,8002.88,6312.73,1690.15,keep
3,6,3,1,7468.02,7468.02,6221.74,1246.28,keep
3,7,0,0,6767.03,6767.03,6318.99,448.03,keep
3,7,0,1,6252.73,6252.73,6224.49,28.24,keep
3,7,1,0,7516.99,7516.99,6318.99,1197.99,keep
3,7,1,1,7015.31,7015.31,6224.49,790.81,keep
3,7,2,0,7680.73,7680.73,6318.99,1361.73,keep
3,7,2,1,7178.15,7178.15,6224.49,953.66,keep
3,7,3,0,7831.38,7831.38,6318.99,1512.39,keep
3,7,3,1,7328.21,7328.21,6224.49,1103.71,keep
3,7,4,0,7965.01,7965.01,6318.99,1646.02,keep
3,7,4,1,7462.17,7462.17,6224.49,1237.68,keep
3,8,0,0,6574.74,6574.74,6325.54,249.20,keep
3,8,0,1,6227.45,6128.50,6227.45,-98.95,replace
3,8,1,0,7310.96,7310.96,6325.54,985.42,keep
3,8,1,1,6840.74,6840.74,6227.45,613.29,keep
3,8,2,0,7494.11,7494.11,6325.54,1168.57,keep
3,8,2,1,7022.87,7022.87,6227.45,795.42,keep
3,8,3,0,7667.05,7667.05,6325.54,1341.51,keep
3,8,3,1,7195.04,7195.04,6227.45,967.59,keep
3,8,4,0,7826.13,7826.13,6325.54,1500.59,keep
3,8,4,1,7354.18,7354.18,6227.45,1126.74,keep
3,8,5,0,7967.10,7967.10,6325.54,1641.56,keep
3,8,5,1,7498.21,7498.21,6227.45,1270.76,keep
3,9,0,0,6434.01,6434.01,6332.00,102.01,keep
3,9,0,1,6230.40,6041.78,6230.40,-188.61,replace
3,9,1,0,7117.45,7117.45,6332.00,785.45,keep
3,9,1,1,6677.45,6677.45,6230.40,447.05,keep
3,9,2,0,7318.38,7318.38,6332.00,986.37,keep
3,9,2,1,6877.25,6877.25,6230.40,646.85,keep
3,9,3,0,7511.81,7511.81,6332.00,1179.81,keep
3,9,3,1,7069.77,7069.77,6230.40,839.37,keep
3,9,4,0,7694.44,7694.44,6332.00,1362.44,keep
3,9,4,1,7252.20,7252.20,6230.40,1021.80,keep
3,9,5,0,7862.31,7862.31,6332.00,1530.31,keep
3,9,5,1,7422.56,7422.56,6230.40,1192.16,keep
3,9,6,0,8010.61,8010.61,6332.00,1678.60,keep
3,9,6,1,7583.50,7583.50,6230.40,1353.10,keep
3,10,0,0,6354.36,6354.36,6338.20,16.16,keep
3,10,0,1,6233.24,5998.41,6233.24,-234.83,replace
3,10,1,0,6937.31,6937.31,6338.20,599.11,keep
3,10,1,1,6525.91,6525.91,6233.24,292.67,keep
3,10,2,0,7154.47,7154.47,6338.20,816.26,keep
3,10,2,1,6741.84,6741.84,6233.24,508.60,keep
3,10,3,0,7366.68,7366.68,6338.20,1028.48,keep
3,10,3,1,6953.00,6953.00,6233.24,719.76,keep
3,10,4,0,7570.96,7570.96,6338.20,1232.76,keep
3,10,4,1,7156.86,7156.86,6233.24,923.62,keep
3,10,5,0,7763.72,7763.72,6338.20,1425.52,keep
3,10,5,1,7351.56,7351.56,6233.24,1118.32,keep
3,10,6,0,7940.50,7940.50,6338.20,1602.30,keep
3,10,6,1,7539.36,7539.36,6233.24,1306.12,keep
3,10,7,0,8095.01,8095.01,6338.20,1756.81,keep
3,10,7,1,7739.97,7739.97,6233.24,1506.73,keep
3,11,0,0,6344.04,6295.21,6344.04,-48.84,replace
3,11,0,1,6235.92,5984.48,6235.92,-251.44,replace
